hex,Poblacion,PCA,area_m2,Densidad_ha,NSE_5,NSE_3,hex_o,AllTrips_AvgTravelTimeAll_tpubl,AllTrips_AvgTravelTimeAll_tpubl_w,AllTrips_AvgTransfersAll_tpubl,AllTrips_AvgTransfersAll_tpubl_w,AllTrips_AvgTravelTimeAll_car,AllTrips_AvgTravelTimeAll_car_w,AllTrips_TravelTimeDowntown_tpubl,AllTrips_AvgTransfersDowntown_tpubl,AllTrips_TravelTimeDowntown_car,AllTrips_DistanceDowntown_car,AllTrips_TravelTimeDowntown_Difference,rate_tp_car_all,rate_tp_car_Downtown,AllTrips_walk_to_bus_origin_meters_w,AllTrips_walk_to_bus_total_meters_w,EsVe_Area_verdes_ha_2km,EsVe_Area_verdes_ha_800mts,EducInicPriv_QtAvgEst2km,EducInicPriv_QtAvgEst800mts,EducInicPriv_QtAvgEst1500mts,EducInicPriv_AvgTime_bus,EducInicPriv_AvgTime_walk,EducInicPubl_QtAvgEst2km,EducInicPubl_QtAvgEst800mts,EducInicPubl_QtAvgEst1500mts,EducInicPubl_AvgTime_bus,EducInicPubl_AvgTime_walk,EducPrimPriv_QtAvgEst2km,EducPrimPriv_QtAvgEst800mts,EducPrimPriv_QtAvgEst1500mts,EducPrimPriv_AvgTime_bus,EducPrimPriv_AvgTime_walk,EducPrimPubl_QtAvgEst2km,EducPrimPubl_QtAvgEst800mts,EducPrimPubl_QtAvgEst1500mts,EducPrimPubl_AvgTime_bus,EducPrimPubl_AvgTime_walk,EducSecuPriv_QtAvgEst2km,EducSecuPriv_QtAvgEst800mts,EducSecuPriv_QtAvgEst1500mts,EducSecuPriv_AvgTime_bus,EducSecuPriv_AvgTime_walk,EducSecuPubl_QtAvgEst2km,EducSecuPubl_QtAvgEst800mts,EducSecuPubl_QtAvgEst1500mts,EducSecuPubl_AvgTime_bus,EducSecuPubl_AvgTime_walk,SaluAtenPrim_QtAvgEst2km,SaluAtenPrim_QtAvgEst800mts,SaluAtenPrim_QtAvgEst1500mts,SaluAtenPrim_AvgTime_bus,SaluAtenPrim_AvgTime_walk,SaluHosp_QtAvgEst2km,SaluHosp_QtAvgEst800mts,SaluHosp_QtAvgEst1500mts,SaluHosp_AvgTime_bus,SaluHosp_AvgTime_walk,IndiAcce,Verde_m2habitante800m,Verde_m2habitante1500m,Verde_m2habitante2000m,city
8966e4289b7ffff,1477.0,-3.8881632315419257,109517.0,134.9,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e4289b3ffff,1505.0,-3.7706671659346287,109517.0,137.4,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e4289a7ffff,1364.0,-3.760291666986273,109522.0,124.5,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e4289a3ffff,1380.0,-3.755640490000612,109522.0,126.0,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e4289bbffff,1232.0,-3.7050803732520277,109522.0,112.5,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e4289afffff,1229.0,-3.6936500942286408,109527.0,112.2,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e4289abffff,1440.0,-3.5951242118037814,109527.0,131.5,1 - Alto,1 - Alto,8866e4289bfffff,54.35,44.09,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,579.5582948802461,985.8092287409361,24.7,14.0,55.0,6.0,31.0,2.0,2.4,0.0,0.0,0.0,16.0,54.7,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,18.0,52.4,7.0,1.0,2.0,5.0,5.2,0.0,0.0,0.0,16.0,54.7,0.0,0.0,0.0,19.0,37.2,19.0,1.0,10.0,8.0,8.0,2. Media Alta,3.5308546044867963,3.76732589576029,3.8971978813381796,Bogotá
8966e42d62fffff,1564.0,-3.871096430290936,109577.0,142.7,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e42d623ffff,1004.0,-3.614728789572767,109572.0,91.6,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e42d627ffff,1399.0,-3.5486440388605884,109572.0,127.7,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e42d637ffff,975.0,-3.4719391732498264,109567.0,89.0,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e42d633ffff,565.0,-3.3914819649858936,109567.0,51.6,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e42d62bffff,607.0,-3.1086112852799572,109577.0,55.4,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e42d63bffff,350.0,-2.2896113467585533,109572.0,31.9,1 - Alto,1 - Alto,8866e42d63fffff,47.41,32.46,0.5,0.25,32.32,22.98,23.0,0.0,21.47,5.16,1.53,1.41,1.07,264.13767134941594,868.6825076258042,23.8,5.5,11.0,2.0,9.0,7.0,7.2,1.0,0.0,1.0,14.0,19.6,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,16.0,2.0,6.0,2.0,2.4,3.0,0.0,1.0,12.0,45.5,2.0,0.0,2.0,16.0,30.5,11.0,2.0,6.0,0.0,0.1,2. Media Alta,3.5144578828587036,2.7233704205316123,1.9351394141781617,Bogotá
8966e428907ffff,1676.0,-3.8335120543027075,109532.0,153.0,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e428917ffff,1550.0,-3.74129600678128,109527.0,141.5,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e428903ffff,937.0,-3.7238423549900186,109532.0,85.5,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e42890fffff,1013.0,-3.7140829289516515,109537.0,92.5,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e428913ffff,1326.0,-3.3639371057078473,109527.0,121.1,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e42891bffff,1138.0,-3.310986406536114,109532.0,103.9,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e42890bffff,968.0,-3.194185677809757,109537.0,88.4,1 - Alto,1 - Alto,8866e42891fffff,54.5,42.83,0.93,0.75,31.65,23.78,42.0,1.0,24.3,7.86,17.7,1.8,1.73,896.5068566786917,1559.8348663306017,28.9,8.1,55.0,7.0,35.0,7.0,6.9,3.0,0.0,1.0,13.0,38.5,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,16.0,22.0,11.0,3.0,7.0,6.0,5.9,1.0,0.0,0.0,13.0,38.5,1.0,0.0,0.0,16.0,23.9,27.0,6.0,23.0,3.0,2.9,2. Media Alta,4.333479350912742,3.8020604989356244,4.490591193385054,Bogotá
8966e428c63ffff,470.0,-3.8247524388672196,109511.0,42.9,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428c6bffff,459.0,-3.7519031268639726,109516.0,41.9,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428c6fffff,515.0,-3.646980366989422,109516.0,47.0,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428c73ffff,328.0,-3.392994673658828,109506.0,30.0,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428c67ffff,1159.0,-3.0088893309400198,109511.0,105.8,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428c7bffff,227.0,-2.9360261822116014,109511.0,20.7,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428c77ffff,1333.0,-2.659631490018202,109506.0,121.7,1 - Alto,1 - Alto,8866e428c7fffff,60.51,50.48,1.26,1.15,38.63,34.32,44.0,1.0,36.63,13.72,7.37,1.47,1.2,892.0,1481.0,45.4,4.3,17.0,1.0,6.0,6.0,5.9,7.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,4.0,0.0,3.0,15.0,17.5,14.0,0.0,8.0,11.0,10.9,2.0,0.0,1.0,18.0,17.9,0.0,0.0,0.0,20.0,33.6,0.0,0.0,0.0,20.0,28.0,3. Media Baja,3.4618839890294515,2.788963031852994,3.0183745915288474,Bogotá
8966e428933ffff,1160.0,-3.8244438607341924,109532.0,105.9,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e42893bffff,1668.0,-3.81423065197872,109537.0,152.3,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e428923ffff,1159.0,-3.753191082764257,109537.0,105.8,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e42892bffff,1521.0,-3.746701813647415,109542.0,138.9,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e428937ffff,1369.0,-3.618654773881944,109532.0,125.0,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e428927ffff,1234.0,-3.3667976881269612,109537.0,112.7,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e42892fffff,863.0,-3.176309789058365,109542.0,78.8,1 - Alto,1 - Alto,8866e42893fffff,54.07,44.02,0.93,0.75,30.17,22.97,42.0,1.0,24.3,7.86,17.7,1.92,1.73,500.7328059767084,858.1179960448253,35.1,5.0,40.0,10.0,24.0,3.0,3.3,2.0,0.0,0.0,11.0,21.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,45.7,8.0,1.0,1.0,7.0,6.8,1.0,0.0,0.0,16.0,43.5,1.0,0.0,0.0,16.0,25.2,24.0,3.0,21.0,4.0,3.5,2. Media Alta,2.8795762754486507,4.8859876945971825,4.021881360387503,Bogotá
8966e42f26fffff,1953.0,-3.790195344149473,109517.0,178.3,1 - Alto,1 - Alto,8866e42f27fffff,52.42,39.74,0.94,0.83,34.36,28.22,36.0,1.0,28.65,11.62,7.35,1.41,1.26,349.14883175858785,1374.0803242266657,29.6,8.3,35.0,5.0,20.0,6.0,6.5,3.0,0.0,1.0,15.0,15.3,9.0,0.0,1.0,11.0,32.9,3.0,0.0,1.0,15.0,14.8,9.0,0.0,1.0,11.0,32.9,3.0,0.0,1.0,15.0,14.8,1.0,0.0,1.0,15.0,15.3,5.0,1.0,3.0,10.0,22.1,3. Media Baja,3.8860810335639813,2.9018739708009846,2.693322146360313,Bogotá
8966e42f273ffff,1993.0,-3.6987192475656316,109507.0,182.0,1 - Alto,1 - Alto,8866e42f27fffff,52.42,39.74,0.94,0.83,34.36,28.22,36.0,1.0,28.65,11.62,7.35,1.41,1.26,349.14883175858785,1374.0803242266657,29.6,8.3,35.0,5.0,20.0,6.0,6.5,3.0,0.0,1.0,15.0,15.3,9.0,0.0,1.0,11.0,32.9,3.0,0.0,1.0,15.0,14.8,9.0,0.0,1.0,11.0,32.9,3.0,0.0,1.0,15.0,14.8,1.0,0.0,1.0,15.0,15.3,5.0,1.0,3.0,10.0,22.1,3. Media Baja,3.8860810335639813,2.9018739708009846,2.693322146360313,Bogotá
8966e42f263ffff,1778.0,-3.636153182133413,109512.0,162.4,1 - Alto,1 - Alto,8866e42f27fffff,52.42,39.74,0.94,0.83,34.36,28.22,36.0,1.0,28.65,11.62,7.35,1.41,1.26,349.14883175858785,1374.0803242266657,29.6,8.3,35.0,5.0,20.0,6.0,6.5,3.0,0.0,1.0,15.0,15.3,9.0,0.0,1.0,11.0,32.9,3.0,0.0,1.0,15.0,14.8,9.0,0.0,1.0,11.0,32.9,3.0,0.0,1.0,15.0,14.8,1.0,0.0,1.0,15.0,15.3,5.0,1.0,3.0,10.0,22.1,3. Media Baja,3.8860810335639813,2.9018739708009846,2.693322146360313,Bogotá
