hex,Poblacion,PCA,area_m2,Densidad_ha,NSE_5,NSE_3,hex_o,AllTrips_AvgTravelTimeAll_tpubl,AllTrips_AvgTravelTimeAll_tpubl_w,AllTrips_AvgTransfersAll_tpubl,AllTrips_AvgTransfersAll_tpubl_w,AllTrips_AvgTravelTimeAll_car,AllTrips_AvgTravelTimeAll_car_w,AllTrips_TravelTimeDowntown_tpubl,AllTrips_AvgTransfersDowntown_tpubl,AllTrips_TravelTimeDowntown_car,AllTrips_DistanceDowntown_car,AllTrips_TravelTimeDowntown_Difference,rate_tp_car_all,rate_tp_car_Downtown,AllTrips_walk_to_bus_origin_meters_w,AllTrips_walk_to_bus_total_meters_w,EsVe_Area_verdes_ha_2km,EsVe_Area_verdes_ha_800mts,EducInicPriv_QtAvgEst2km,EducInicPriv_QtAvgEst800mts,EducInicPriv_QtAvgEst1500mts,EducInicPriv_AvgTime_bus,EducInicPriv_AvgTime_walk,EducInicPubl_QtAvgEst2km,EducInicPubl_QtAvgEst800mts,EducInicPubl_QtAvgEst1500mts,EducInicPubl_AvgTime_bus,EducInicPubl_AvgTime_walk,EducPrimPriv_QtAvgEst2km,EducPrimPriv_QtAvgEst800mts,EducPrimPriv_QtAvgEst1500mts,EducPrimPriv_AvgTime_bus,EducPrimPriv_AvgTime_walk,EducPrimPubl_QtAvgEst2km,EducPrimPubl_QtAvgEst800mts,EducPrimPubl_QtAvgEst1500mts,EducPrimPubl_AvgTime_bus,EducPrimPubl_AvgTime_walk,EducSecuPriv_QtAvgEst2km,EducSecuPriv_QtAvgEst800mts,EducSecuPriv_QtAvgEst1500mts,EducSecuPriv_AvgTime_bus,EducSecuPriv_AvgTime_walk,EducSecuPubl_QtAvgEst2km,EducSecuPubl_QtAvgEst800mts,EducSecuPubl_QtAvgEst1500mts,EducSecuPubl_AvgTime_bus,EducSecuPubl_AvgTime_walk,SaluAtenPrim_QtAvgEst2km,SaluAtenPrim_QtAvgEst800mts,SaluAtenPrim_QtAvgEst1500mts,SaluAtenPrim_AvgTime_bus,SaluAtenPrim_AvgTime_walk,SaluHosp_QtAvgEst2km,SaluHosp_QtAvgEst800mts,SaluHosp_QtAvgEst1500mts,SaluHosp_AvgTime_bus,SaluHosp_AvgTime_walk,IndiAcce,Verde_m2habitante800m,Verde_m2habitante1500m,Verde_m2habitante2000m,city
8966e438d57ffff,805.0,-1.5320135162078699,109253.0,73.7,2 - Medio-Alto,1 - Alto,8866e438d5fffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2005.0,2005.0,5.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,1.0030866309379651,1.2999317096395275,1.0573520871718718,Bogotá
8966e438d47ffff,808.0,-1.529964303874848,109258.0,74.0,2 - Medio-Alto,1 - Alto,8866e438d5fffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2005.0,2005.0,5.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,1.0030866309379651,1.2999317096395275,1.0573520871718718,Bogotá
8966e438d43ffff,814.0,-1.5299643038748478,109258.0,74.5,2 - Medio-Alto,1 - Alto,8866e438d5fffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2005.0,2005.0,5.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,1.0030866309379651,1.2999317096395275,1.0573520871718718,Bogotá
8966e090017ffff,2513.0,-1.9207624948444675,109737.0,229.0,2 - Medio-Alto,1 - Alto,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e090007ffff,3119.0,-1.8445692587314937,109742.0,284.2,2 - Medio-Alto,1 - Alto,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e09000fffff,3063.0,-1.5334914647937181,109747.0,279.1,2 - Medio-Alto,1 - Alto,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e090013ffff,2554.0,-1.3938393314443307,109737.0,232.7,2 - Medio-Alto,1 - Alto,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e090003ffff,2908.0,-1.138364072196079,109742.0,265.0,2 - Medio-Alto,2 - Medio,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e09000bffff,3149.0,-1.0267558957411482,109747.0,286.9,3 - Medio,2 - Medio,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e09001bffff,3995.0,-0.6146462625856285,109742.0,364.0,3 - Medio,2 - Medio,8866e09001fffff,54.21,43.51,0.86,0.64,39.02,36.63,32.0,0.0,34.75,8.54,-2.75,1.19,0.92,285.7217550230547,836.1590773347349,35.2,12.2,41.0,6.0,26.0,5.0,5.2,8.0,1.0,2.0,6.0,5.9,29.0,7.0,16.0,6.0,6.1,16.0,3.0,8.0,3.0,3.2,29.0,7.0,16.0,6.0,6.1,15.0,3.0,8.0,3.0,3.2,2.0,0.0,2.0,12.0,11.5,2.0,0.0,0.0,11.0,25.1,3. Media Baja,4.7790613661196835,2.9399952985741495,2.6924059465632215,Bogotá
8966e093017ffff,2771.0,-1.9196959187893252,109702.0,252.6,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e093007ffff,4279.0,-1.837515356203272,109707.0,390.0,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e09301bffff,3210.0,-1.765296585247903,109707.0,292.6,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e093013ffff,2760.0,-1.6680230712374489,109702.0,251.6,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e093003ffff,3380.0,-1.6434577142938231,109707.0,308.1,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e09300fffff,4590.0,-1.605928688736099,109712.0,418.4,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e09300bffff,3668.0,-1.536729095768581,109712.0,334.3,2 - Medio-Alto,1 - Alto,8866e09301fffff,67.39,59.16,1.29,0.83,47.04,47.41,49.0,0.0,45.68,12.48,3.32,1.25,1.07,247.84957115894593,768.1584501994887,34.0,12.4,7.0,0.0,4.0,7.0,24.3,12.0,0.0,5.0,11.0,11.5,14.0,1.0,2.0,2.0,2.0,11.0,1.0,5.0,10.0,10.5,14.0,1.0,2.0,2.0,2.0,8.0,1.0,4.0,10.0,10.5,1.0,0.0,1.0,16.0,17.9,0.0,0.0,0.0,20.0,40.7,3. Media Baja,1.9620558413324254,2.892290452252707,2.930649301183454,Bogotá
8966e438dcfffff,239.0,-1.9078574924209937,109248.0,21.9,2 - Medio-Alto,1 - Alto,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438dcbffff,223.0,-1.8050878259936673,109248.0,20.4,2 - Medio-Alto,1 - Alto,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438dc3ffff,1348.0,-1.257089003818003,109243.0,123.4,2 - Medio-Alto,2 - Medio,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438dd7ffff,1902.0,-1.2151585737751738,109238.0,174.1,2 - Medio-Alto,2 - Medio,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438dd3ffff,1831.0,-1.2031660725647064,109238.0,167.6,2 - Medio-Alto,2 - Medio,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438dc7ffff,627.0,-1.1402463007271557,109243.0,57.4,2 - Medio-Alto,2 - Medio,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438ddbffff,795.0,-0.7841533612653117,109243.0,72.8,3 - Medio,2 - Medio,8866e438ddfffff,203.0,203.0,,0.0,56.95,53.01,,,54.6,29.5,,3.83,,2898.9999999999995,2898.9999999999995,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,1.116101990199497,5.490097579397828,Bogotá
8966e438c6fffff,15.0,-1.896755818334815,109268.0,1.4,2 - Medio-Alto,1 - Alto,8866e438c7fffff,203.0,203.0,,0.0,66.95,63.36,,,65.45,33.193,,3.2,,2851.0000000000005,2851.0000000000005,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,0.441328894629737,0.6410106668098188,Bogotá
8966e438c67ffff,173.0,-1.896755818334815,109263.0,15.8,2 - Medio-Alto,1 - Alto,8866e438c7fffff,203.0,203.0,,0.0,66.95,63.36,,,65.45,33.193,,3.2,,2851.0000000000005,2851.0000000000005,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4. Baja,,0.441328894629737,0.6410106668098188,Bogotá
8966e092e4bffff,80.0,-1.8875804296251026,109687.0,7.3,2 - Medio-Alto,1 - Alto,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e092e4fffff,194.0,-1.2259797420354412,109687.0,17.7,2 - Medio-Alto,2 - Medio,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e092e53ffff,840.0,0.4706136575093863,109677.0,76.6,4 - Medio-Bajo,3 - Bajo,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e092e43ffff,625.0,0.5717039687360626,109682.0,57.0,4 - Medio-Bajo,3 - Bajo,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e092e57ffff,705.0,0.6786675111227297,109677.0,64.3,5 - Bajo,3 - Bajo,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e092e5bffff,342.0,0.6873299504086279,109682.0,31.2,5 - Bajo,3 - Bajo,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e092e47ffff,248.0,0.7201885048246969,109682.0,22.6,5 - Bajo,3 - Bajo,8866e092e5fffff,45.57,33.05,0.93,0.85,31.6,24.99,23.0,1.0,19.57,4.14,3.43,1.32,1.18,358.40729448639405,978.0003989172246,8.9,0.7,16.0,0.0,5.0,11.0,24.3,4.0,0.0,1.0,10.0,48.5,9.0,1.0,6.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,8.0,1.0,5.0,7.0,6.7,6.0,1.0,3.0,8.0,7.7,2.0,1.0,1.0,9.0,8.8,2.0,0.0,0.0,7.0,27.1,3. Media Baja,1.013315084772424,1.4942325270406616,3.2663187630758874,Bogotá
8966e429b07ffff,2853.0,-1.8830008428475105,109636.0,260.2,2 - Medio-Alto,1 - Alto,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
8966e429b0fffff,2155.0,-1.384651290602564,109641.0,196.6,2 - Medio-Alto,1 - Alto,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
8966e429b17ffff,1554.0,-1.2425555510619646,109631.0,141.7,2 - Medio-Alto,2 - Medio,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
8966e429b0bffff,2580.0,-0.966008631032523,109641.0,235.3,3 - Medio,2 - Medio,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
8966e429b03ffff,2461.0,-0.5857020092797021,109636.0,224.5,3 - Medio,2 - Medio,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
8966e429b1bffff,2584.0,-0.32086624363940197,109636.0,235.7,3 - Medio,2 - Medio,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
8966e429b13ffff,218.0,-0.05919704605594673,109631.0,19.9,4 - Medio-Bajo,2 - Medio,8866e429b1fffff,65.45,56.22,1.71,1.53,38.35,33.39,47.0,2.0,27.92,11.93,19.08,1.68,1.68,521.5822239304972,1106.519343169812,13.2,2.7,30.0,5.0,15.0,6.0,5.7,22.0,5.0,14.0,3.0,3.2,30.0,4.0,21.0,6.0,5.5,15.0,3.0,9.0,3.0,3.2,29.0,4.0,20.0,6.0,5.5,11.0,2.0,6.0,3.0,3.2,4.0,0.0,3.0,11.0,14.9,3.0,0.0,1.0,9.0,25.3,1. Alta,1.1987292878234324,1.3597602793903891,1.714256352529605,Bogotá
